,Unnamed: 0,TRAFFIC_DATE,TRAINNUMBER,TRAINSERIE,TRAINSERIE_DIRECTION,STATION,ACTIVITYTYPE,DISTANCE_M,PLAN_DATETIME,REALIZED_DATETIME,DELAY,TURNOVER_INDICATOR,PREVIOUS_TRAINNUMBER,COMBINE,SPLIT,ROLLINGSTOCK_TYPE,NUMBER_CARRIAGES,DRIVER_CHANGE,DEPARTURE_SIGNAL_SHOWS_SAFE,PLAN_TURNOVER_TIME,REALIZED_TURNOVER_TIME,MAX_DEPARTURE_TIME,PLAN_SIGNAL_SAFE_DELAY,REALIZED_SIGNAL_SAFE_DELAY,DALUREN,DAY_OF_WEEK,HOUR,DAY_OF_WEEK_sin,DAY_OF_WEEK_cos,HOUR_sin,HOUR_cos,NEEDED_PLAN_TURNOVER_TIME,NEEDED_REALIZED_TURNOVER_TIME,DIFF_TURNOVER_TIME,DIFF_TURNOVER_TIME_CAT
55266,1611197,2023-01-19,770,700.0,E,Gn,V,,2023-01-19 18:48:00+00:00,2023-01-19 18:48:47+00:00,47.0,1,757.0,0,0,DDZ,10.0,0.0,2023-01-19 18:47:09+00:00,2160.0,2156.0,,-51.0,-98.0,True,3,18,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,2173.0,2169.0,4.0,perfect
55321,1611527,2023-01-31,6481,6400.0,O,Tbu,V,,2023-01-31 22:33:00+00:00,2023-01-31 22:33:16+00:00,16.0,1,6480.0,0,0,FLIRT,3.0,0.0,2023-01-31 22:32:28+00:00,2100.0,2178.0,,-32.0,-48.0,True,1,22,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,2144.0,2222.0,-78.0,too early
55372,1611897,2023-01-11,666,600.0,E,Lw,V,,2023-01-11 17:47:00+00:00,2023-01-11 17:48:14+00:00,74.0,1,653.0,0,1,ICM,7.0,1.0,2023-01-11 17:46:58+00:00,2040.0,2079.0,,-2.0,-76.0,False,2,17,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,-0.2588190451025206,2026.0,2065.0,-39.0,perfect
55389,1612031,2023-01-31,753,700.0,O,Gvc,V,,2023-01-31 14:33:00+00:00,2023-01-31 14:32:55+00:00,-5.0,1,1840.0,0,0,ICM,7.0,0.0,2023-01-31 14:32:09+00:00,2190.0,2193.0,,-51.0,-46.0,True,1,14,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,2255.0,2258.0,-3.0,perfect
55422,1612290,2023-01-25,8154,8100.0,E,Gn,V,,2023-01-25 14:33:00+00:00,2023-01-25 14:33:05+00:00,5.0,1,8139.0,0,0,SNG,6.0,1.0,2023-01-25 14:32:15+00:00,2160.0,2166.0,,-45.0,-50.0,True,2,14,0.9749279121818236,-0.2225209339563143,-0.4999999999999997,-0.8660254037844388,2215.0,2221.0,-6.0,perfect
55444,1612428,2023-01-28,8156,8100.0,E,Gn,V,,2023-01-28 15:03:00+00:00,2023-01-28 15:03:24+00:00,24.0,1,8141.0,0,0,SNG,3.0,1.0,2023-01-28 15:02:09+00:00,2160.0,2183.0,,-51.0,-75.0,True,5,15,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479,2196.0,2219.0,-23.0,perfect
55454,1612584,2023-01-23,1879,1800.0,O,Gvc,V,,2023-01-23 21:03:00+00:00,2023-01-23 21:03:13+00:00,13.0,1,766.0,0,1,ICM,3.0,1.0,2023-01-23 21:02:09+00:00,2190.0,2106.0,,-51.0,-64.0,True,0,21,0.0,1.0,-0.7071067811865477,0.7071067811865474,2237.0,2153.0,84.0,too late
55456,1612605,2023-01-03,3059,3000.0,O,Hdr,V,,2023-01-03 15:04:00+00:00,2023-01-03 15:04:04+00:00,4.0,1,3038.0,0,0,VIRM,4.0,1.0,2023-01-03 15:03:08+00:00,2280.0,2300.0,,-52.0,-56.0,True,1,15,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479,2336.0,2356.0,-20.0,perfect
55464,1612680,2023-01-17,774,700.0,E,Gn,V,,2023-01-17 19:48:00+00:00,2023-01-17 19:48:12+00:00,12.0,1,761.0,0,0,ICM,7.0,0.0,2023-01-17 19:47:04+00:00,2160.0,2090.0,,-56.0,-68.0,True,1,19,0.7818314824680298,0.6234898018587336,-0.9659258262890684,0.2588190451025203,2208.0,2138.0,70.0,too late
55488,1612875,2023-01-24,8146,8100.0,E,Gn,V,,2023-01-24 12:33:00+00:00,2023-01-24 12:33:31+00:00,31.0,1,8131.0,0,0,SNG,3.0,0.0,2023-01-24 12:32:15+00:00,2160.0,2099.0,,-45.0,-76.0,True,1,12,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,2189.0,2128.0,61.0,too late
55493,1612926,2023-01-15,564,500.0,E,Gn,V,,2023-01-15 17:18:00+00:00,2023-01-15 17:17:58+00:00,-2.0,1,551.0,0,0,ICM,6.0,1.0,2023-01-15 17:17:15+00:00,2160.0,2235.0,,-45.0,-43.0,True,6,17,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,-0.2588190451025206,2222.0,2297.0,-75.0,too early
55520,1613132,2023-01-09,758,700.0,E,Gn,V,,2023-01-09 15:48:00+00:00,2023-01-09 15:48:19+00:00,19.0,1,745.0,0,0,DDZ,6.0,1.0,2023-01-09 15:47:09+00:00,2160.0,2172.0,,-51.0,-70.0,True,0,15,0.0,1.0,-0.7071067811865471,-0.7071067811865479,2201.0,2213.0,-12.0,perfect
55534,1613227,2023-01-29,584,500.0,E,Gn,V,,2023-01-29 22:18:00+00:00,2023-01-29 22:18:11+00:00,11.0,1,571.0,0,1,ICM,3.0,1.0,2023-01-29 22:17:15+00:00,2160.0,2094.0,,-45.0,-56.0,True,6,22,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2209.0,2143.0,66.0,too late
55557,1613401,2023-01-17,3051,3000.0,O,Hdr,V,,2023-01-17 13:04:00+00:00,2023-01-17 13:03:51+00:00,-9.0,1,3030.0,0,0,VIRM,4.0,0.0,2023-01-17 13:03:07+00:00,2280.0,2277.0,,-53.0,-44.0,True,1,13,0.7818314824680298,0.6234898018587336,-0.2588190451025208,-0.9659258262890684,2349.0,2346.0,3.0,perfect
55564,1613443,2023-01-14,778,700.0,E,Gn,V,,2023-01-14 20:48:00+00:00,2023-01-14 20:48:16+00:00,16.0,1,765.0,0,0,DDZ,4.0,0.0,2023-01-14 20:47:09+00:00,2160.0,2127.0,,-51.0,-67.0,True,5,20,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,2204.0,2171.0,33.0,perfect
55575,1613526,2023-01-01,3059,3000.0,O,Hdr,V,,2023-01-01 15:04:00+00:00,2023-01-01 15:03:53+00:00,-7.0,1,3038.0,0,0,VIRM,10.0,0.0,2023-01-01 15:03:06+00:00,2280.0,2222.0,,-54.0,-47.0,True,6,15,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479,2347.0,2289.0,58.0,perfect
55578,1613599,2023-01-25,3041,3000.0,O,Hdr,V,,2023-01-25 10:34:00+00:00,2023-01-25 10:34:30+00:00,30.0,1,3020.0,0,0,VIRM,6.0,0.0,2023-01-25 10:33:09+00:00,2280.0,2321.0,,-51.0,-81.0,True,2,10,0.9749279121818236,-0.2225209339563143,0.4999999999999999,-0.8660254037844387,2310.0,2351.0,-41.0,perfect
55586,1613679,2023-01-13,548,500.0,E,Gn,V,,2023-01-13 13:18:00+00:00,2023-01-13 13:17:59+00:00,-1.0,1,535.0,0,0,ICM,10.0,1.0,2023-01-13 13:17:16+00:00,2160.0,2150.0,,-44.0,-43.0,True,4,13,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890684,2221.0,2211.0,10.0,perfect
55603,1613817,2023-01-01,7090,7000.0,E,Aml,V,,2023-01-02 00:09:00+00:00,2023-01-02 00:09:33+00:00,33.0,1,7081.0,0,0,SNG,3.0,0.0,2023-01-02 00:08:09+00:00,1980.0,2154.0,,-51.0,-84.0,True,0,0,0.0,1.0,0.0,1.0,2007.0,2181.0,-174.0,too early
55620,1613998,2023-01-30,662,600.0,E,Lw,V,,2023-01-30 16:47:00+00:00,2023-01-30 16:47:01+00:00,1.0,1,649.0,0,0,ICM,7.0,1.0,2023-01-30 16:46:09+00:00,2040.0,2100.0,,-51.0,-52.0,False,0,16,0.0,1.0,-0.8660254037844385,-0.5000000000000004,2099.0,2159.0,-60.0,too early
55698,1614806,2023-01-19,3055,3000.0,O,Hdr,V,,2023-01-19 14:04:00+00:00,2023-01-19 14:04:03+00:00,3.0,1,3034.0,0,0,VIRM,4.0,0.0,2023-01-19 14:03:08+00:00,2280.0,2294.0,,-52.0,-55.0,True,3,14,0.4338837391175582,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,2337.0,2351.0,-14.0,perfect
55711,1614933,2023-01-29,8166,8100.0,E,Gn,V,,2023-01-29 17:33:00+00:00,2023-01-29 17:33:04+00:00,4.0,1,8151.0,0,0,SNG,3.0,1.0,2023-01-29 17:32:15+00:00,2160.0,2167.0,,-45.0,-49.0,True,6,17,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,-0.2588190451025206,2216.0,2223.0,-7.0,perfect
55718,1614955,2023-01-14,1884,1800.0,E,Lw,V,,2023-01-14 22:17:00+00:00,2023-01-14 22:17:15+00:00,15.0,1,1871.0,0,0,DDZ,6.0,1.0,2023-01-14 22:16:09+00:00,2040.0,2046.0,,-51.0,-66.0,True,5,22,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,2085.0,2091.0,-6.0,perfect
55724,1614998,2023-01-16,3073,3000.0,O,Hdr,V,,2023-01-16 18:34:00+00:00,2023-01-16 18:34:12+00:00,12.0,1,3052.0,0,1,VIRM,4.0,0.0,2023-01-16 18:33:07+00:00,2280.0,2208.0,,-53.0,-65.0,True,0,18,0.0,1.0,-1.0,-1.8369701987210294e-16,2328.0,2256.0,72.0,too late
55730,1615062,2023-01-23,2257,2200.0,O,Vs,V,,2023-01-23 13:21:00+00:00,2023-01-23 13:21:09+00:00,9.0,1,2226.0,0,0,VIRM,6.0,0.0,2023-01-23 13:20:09+00:00,2520.0,2439.0,,-51.0,-60.0,True,0,13,0.0,1.0,-0.2588190451025208,-0.9659258262890684,2571.0,2490.0,81.0,too late
55742,1615210,2023-01-31,778,700.0,E,Gn,V,,2023-01-31 20:48:00+00:00,2023-01-31 20:48:14+00:00,14.0,1,765.0,0,1,ICM,6.0,1.0,2023-01-31 20:47:10+00:00,2160.0,2103.0,,-50.0,-64.0,True,1,20,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,2206.0,2149.0,57.0,perfect
55758,1615404,2023-01-09,8148,8100.0,E,Gn,V,,2023-01-09 13:03:00+00:00,2023-01-09 13:02:55+00:00,-5.0,1,8133.0,0,0,SNG,7.0,1.0,2023-01-09 13:02:09+00:00,2160.0,2142.0,,-51.0,-46.0,True,0,13,0.0,1.0,-0.2588190451025208,-0.9659258262890684,2225.0,2207.0,18.0,perfect
55773,1615482,2023-01-14,8170,8100.0,E,Gn,V,,2023-01-14 18:33:00+00:00,2023-01-14 18:33:06+00:00,6.0,1,8155.0,0,0,SNG,6.0,1.0,2023-01-14 18:32:15+00:00,2160.0,2206.0,,-45.0,-51.0,True,5,18,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,2214.0,2260.0,-46.0,perfect
55795,1615744,2023-01-10,3059,3000.0,O,Hdr,V,,2023-01-10 15:04:00+00:00,2023-01-10 15:03:51+00:00,-9.0,1,3038.0,0,0,VIRM,4.0,1.0,2023-01-10 15:03:07+00:00,2280.0,2331.0,,-53.0,-44.0,True,1,15,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479,2349.0,2400.0,-51.0,perfect
55810,1615837,2023-01-07,733,700.0,O,Gvc,V,,2023-01-07 09:33:00+00:00,2023-01-07 09:32:58+00:00,-2.0,1,1820.0,0,0,DDZ,6.0,1.0,2023-01-07 09:32:09+00:00,2190.0,2216.0,,-51.0,-49.0,True,5,9,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475,2252.0,2278.0,-26.0,perfect
55825,1615921,2023-01-15,8184,8100.0,E,Gn,V,,2023-01-15 22:03:00+00:00,2023-01-15 22:03:12+00:00,12.0,1,8169.0,0,0,SNG,6.0,0.0,2023-01-15 22:02:09+00:00,2160.0,2173.0,,-51.0,-63.0,True,6,22,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2208.0,2221.0,-13.0,perfect
55838,1616049,2023-01-18,2281,2200.0,O,Vs,V,,2023-01-18 19:21:00+00:00,2023-01-18 19:21:09+00:00,9.0,1,2250.0,0,0,VIRM,4.0,1.0,2023-01-18 19:20:08+00:00,2484.0,2448.0,,-52.0,-61.0,True,2,19,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,0.2588190451025203,2535.0,2499.0,36.0,perfect
55847,1616109,2023-01-09,682,600.0,E,Lw,V,,2023-01-09 21:47:00+00:00,2023-01-09 21:47:18+00:00,18.0,1,669.0,0,0,ICM,3.0,0.0,2023-01-09 21:46:08+00:00,2040.0,2006.0,,-52.0,-70.0,True,0,21,0.0,1.0,-0.7071067811865477,0.7071067811865474,2082.0,2048.0,34.0,perfect
55873,1616348,2023-01-30,766,700.0,E,Gn,V,,2023-01-30 17:48:00+00:00,2023-01-30 17:48:46+00:00,46.0,1,753.0,0,0,ICM,7.0,0.0,2023-01-30 17:47:09+00:00,2160.0,2193.0,,-51.0,-97.0,False,0,17,0.0,1.0,-0.9659258262890684,-0.2588190451025206,2174.0,2207.0,-33.0,perfect
55924,1616778,2023-01-05,8138,8100.0,E,Gn,V,,2023-01-05 10:33:00+00:00,2023-01-05 10:32:55+00:00,-5.0,1,8123.0,0,0,SNG,6.0,1.0,2023-01-05 10:32:15+00:00,2160.0,2150.0,,-45.0,-40.0,True,3,10,0.4338837391175582,-0.900968867902419,0.4999999999999999,-0.8660254037844387,2225.0,2215.0,10.0,perfect
55953,1617106,2023-01-20,8148,8100.0,E,Gn,V,,2023-01-20 13:03:00+00:00,2023-01-20 13:02:57+00:00,-3.0,1,8133.0,0,0,SNG,6.0,0.0,2023-01-20 13:02:08+00:00,2160.0,2157.0,,-52.0,-49.0,True,4,13,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890684,2223.0,2220.0,3.0,perfect
55971,1617306,2023-01-11,8138,8100.0,E,Gn,V,,2023-01-11 10:33:00+00:00,2023-01-11 10:33:15+00:00,15.0,1,8123.0,0,0,SNG,6.0,1.0,2023-01-11 10:32:15+00:00,2160.0,2156.0,,-45.0,-60.0,True,2,10,0.9749279121818236,-0.2225209339563143,0.4999999999999999,-0.8660254037844387,2205.0,2201.0,4.0,perfect
55991,1617460,2023-01-14,704841,700000.0,O,Hdr,V,,2023-01-14 11:34:00+00:00,2023-01-14 11:34:13+00:00,13.0,1,704826.0,0,0,VIRM,4.0,0.0,2023-01-14 11:33:08+00:00,2280.0,2279.0,,-52.0,-65.0,True,5,11,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682,2327.0,2326.0,1.0,perfect
56017,1617661,2023-01-01,3063,3000.0,O,Hdr,V,,2023-01-01 16:04:00+00:00,2023-01-01 16:04:25+00:00,25.0,1,3042.0,0,0,VIRM,8.0,1.0,2023-01-01 16:03:07+00:00,2280.0,2330.0,,-53.0,-78.0,True,6,16,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,2315.0,2365.0,-50.0,perfect
56057,1618031,2023-01-07,6473,6400.0,O,Tbu,V,,2023-01-07 20:33:00+00:00,2023-01-07 20:32:59+00:00,-1.0,1,6472.0,0,0,FLIRT,7.0,0.0,2023-01-07 20:32:40+00:00,2100.0,2115.0,,-20.0,-19.0,True,5,20,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,2161.0,2176.0,-15.0,perfect
56089,1618269,2023-01-05,1875,1800.0,O,Gvc,V,,2023-01-05 20:03:00+00:00,2023-01-05 20:03:00+00:00,0.0,1,762.0,0,0,ICM,6.0,1.0,2023-01-05 20:02:09+00:00,2190.0,2190.0,,-51.0,-51.0,True,3,20,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,2250.0,2250.0,0.0,perfect
56110,1618427,2023-01-05,734,700.0,E,Gn,V,,2023-01-05 09:48:00+00:00,2023-01-05 09:48:07+00:00,7.0,1,721.0,0,0,ICM,7.0,0.0,2023-01-05 09:47:10+00:00,2160.0,2118.0,,-50.0,-57.0,True,3,9,0.4338837391175582,-0.900968867902419,0.7071067811865476,-0.7071067811865475,2213.0,2171.0,42.0,perfect
56145,1618792,2023-01-27,1827,1800.0,O,Gvc,V,,2023-01-27 08:03:00+00:00,2023-01-27 08:03:11+00:00,11.0,1,714.0,1,0,ICM,10.0,1.0,2023-01-27 08:02:09+00:00,2190.0,2234.0,,-51.0,-62.0,False,4,8,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,2239.0,2283.0,-44.0,perfect
56148,1618830,2023-01-22,8138,8100.0,E,Gn,V,,2023-01-22 10:33:00+00:00,2023-01-22 10:32:53+00:00,-7.0,1,8123.0,0,0,SNG,3.0,0.0,2023-01-22 10:32:08+00:00,2160.0,2159.0,,-52.0,-45.0,True,6,10,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387,2227.0,2226.0,1.0,perfect
56153,1618881,2023-01-08,1839,1800.0,O,Gvc,V,,2023-01-08 11:03:00+00:00,2023-01-08 11:03:07+00:00,7.0,1,726.0,0,0,DDZ,6.0,1.0,2023-01-08 11:02:10+00:00,2190.0,2209.0,,-50.0,-57.0,True,6,11,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,2243.0,2262.0,-19.0,perfect
56166,1619018,2023-01-25,8174,8100.0,E,Gn,V,,2023-01-25 19:33:00+00:00,2023-01-25 19:33:09+00:00,9.0,1,8159.0,0,1,SNG,3.0,1.0,2023-01-25 19:32:15+00:00,2160.0,2034.0,,-45.0,-54.0,True,2,19,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,0.2588190451025203,2211.0,2085.0,126.0,too late
56210,1619373,2023-01-22,568,500.0,E,Gn,V,,2023-01-22 18:18:00+00:00,2023-01-22 18:18:12+00:00,12.0,1,555.0,0,0,ICM,4.0,0.0,2023-01-22 18:17:15+00:00,2160.0,2145.0,,-45.0,-57.0,True,6,18,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,2208.0,2193.0,15.0,perfect
56214,1619405,2023-01-07,1875,1800.0,O,Gvc,V,,2023-01-07 20:03:00+00:00,2023-01-07 20:03:02+00:00,2.0,1,762.0,0,0,ICM,7.0,1.0,2023-01-07 20:02:09+00:00,2190.0,2243.0,,-51.0,-53.0,True,5,20,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,2248.0,2301.0,-53.0,perfect
56227,1619518,2023-01-22,761,700.0,O,Gvc,V,,2023-01-22 16:31:00+00:00,2023-01-22 16:31:30+00:00,30.0,1,1848.0,0,0,DDZ,4.0,1.0,2023-01-22 16:30:04+00:00,1980.0,2125.0,,-56.0,-86.0,True,6,16,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,2010.0,2155.0,-145.0,too early
56231,1619540,2023-01-16,1856,1800.0,E,Lw,V,,2023-01-16 15:17:00+00:00,2023-01-16 15:16:58+00:00,-2.0,1,1843.0,0,0,ICM,7.0,1.0,2023-01-16 15:16:09+00:00,2040.0,2017.0,,-51.0,-49.0,True,0,15,0.0,1.0,-0.7071067811865471,-0.7071067811865479,2102.0,2079.0,23.0,perfect
56268,1619887,2023-01-03,5483,5400.0,O,Hlm,V,,2023-01-03 20:35:00+00:00,2023-01-03 20:34:54+00:00,-6.0,1,5462.0,0,1,SLT,4.0,1.0,2023-01-03 20:34:10+00:00,2040.0,2057.0,,-50.0,-44.0,True,1,20,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,2106.0,2123.0,-17.0,perfect
56272,1619904,2023-01-27,3053,3000.0,O,Hdr,V,,2023-01-27 13:34:00+00:00,2023-01-27 13:34:07+00:00,7.0,1,3032.0,0,0,VIRM,6.0,0.0,2023-01-27 13:33:08+00:00,2280.0,2283.0,,-52.0,-59.0,True,4,13,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890684,2333.0,2336.0,-3.0,perfect
56275,1619918,2023-01-06,2261,2200.0,O,Vs,V,,2023-01-06 14:21:00+00:00,2023-01-06 14:21:29+00:00,29.0,1,2230.0,0,0,VIRM,4.0,1.0,2023-01-06 14:20:08+00:00,2520.0,2422.0,,-52.0,-81.0,True,4,14,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,2551.0,2453.0,98.0,too late
56279,1619996,2023-01-21,4493,4400.0,O,Ht,V,,2023-01-22 01:13:00+00:00,2023-01-22 01:13:03+00:00,3.0,1,4488.0,0,1,FLIRT,3.0,1.0,2023-01-22 01:12:08+00:00,2400.0,2274.0,,-52.0,-55.0,True,6,1,-0.7818314824680299,0.6234898018587334,0.2588190451025207,0.9659258262890684,2457.0,2331.0,126.0,too late
56287,1620063,2023-01-23,674,600.0,E,Lw,V,,2023-01-23 19:47:00+00:00,2023-01-23 19:47:17+00:00,17.0,1,661.0,0,0,ICM,3.0,0.0,2023-01-23 19:46:08+00:00,2040.0,2051.0,,-52.0,-69.0,True,0,19,0.0,1.0,-0.9659258262890684,0.2588190451025203,2083.0,2094.0,-11.0,perfect
56306,1620290,2023-01-17,301684,301600.0,E,Dv,V,,2023-01-17 23:02:00+00:00,2023-01-17 23:02:39+00:00,39.0,1,1779.0,0,0,DDZ,6.0,1.0,2023-01-17 23:01:09+00:00,2040.0,2057.0,,-51.0,-90.0,True,1,23,0.7818314824680298,0.6234898018587336,-0.2588190451025215,0.965925826289068,2061.0,2078.0,-17.0,perfect
56307,1620294,2023-01-16,3045,3000.0,O,Hdr,V,,2023-01-16 11:34:00+00:00,2023-01-16 11:33:59+00:00,-1.0,1,3024.0,0,0,VIRM,6.0,1.0,2023-01-16 11:33:08+00:00,2280.0,2281.0,,-52.0,-51.0,True,0,11,0.0,1.0,0.258819045102521,-0.9659258262890682,2341.0,2342.0,-1.0,perfect
56311,1620335,2023-01-10,753,700.0,O,Gvc,V,,2023-01-10 14:33:00+00:00,2023-01-10 14:33:38+00:00,38.0,1,1840.0,0,0,ICM,7.0,1.0,2023-01-10 14:32:09+00:00,2190.0,2273.0,,-51.0,-89.0,True,1,14,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,2212.0,2295.0,-83.0,too early
56331,1620535,2023-01-28,6441,6400.0,O,Tbu,V,,2023-01-28 12:33:00+00:00,2023-01-28 12:33:11+00:00,11.0,1,6440.0,0,0,FLIRT,6.0,0.0,2023-01-28 12:32:26+00:00,2100.0,2155.0,,-34.0,-45.0,True,5,12,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,2149.0,2204.0,-55.0,perfect
56364,1620824,2023-01-03,8146,8100.0,E,Gn,V,,2023-01-03 12:33:00+00:00,2023-01-03 12:32:55+00:00,-5.0,1,8131.0,0,0,SNG,7.0,1.0,2023-01-03 12:32:16+00:00,2160.0,2143.0,,-44.0,-39.0,True,1,12,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,2225.0,2208.0,17.0,perfect
56367,1620834,2023-01-08,3077,3000.0,O,Hdr,V,,2023-01-08 19:34:00+00:00,2023-01-08 19:34:03+00:00,3.0,1,3056.0,0,0,VIRM,6.0,0.0,2023-01-08 19:33:08+00:00,2280.0,2288.0,,-52.0,-55.0,True,6,19,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203,2337.0,2345.0,-8.0,perfect
56386,1621001,2023-01-31,6485,6400.0,O,Tbu,V,,2023-01-31 23:33:00+00:00,2023-01-31 23:32:39+00:00,-21.0,1,6484.0,0,0,FLIRT,3.0,0.0,2023-01-31 23:32:27+00:00,2100.0,2085.0,,-33.0,-12.0,True,1,23,0.7818314824680298,0.6234898018587336,-0.2588190451025215,0.965925826289068,2181.0,2166.0,15.0,perfect
56399,1621128,2023-01-21,3067,3000.0,O,Hdr,V,,2023-01-21 17:04:00+00:00,2023-01-21 17:04:39+00:00,39.0,1,3046.0,0,0,VIRM,6.0,1.0,2023-01-21 17:03:07+00:00,2280.0,2367.0,,-53.0,-92.0,True,5,17,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,-0.2588190451025206,2301.0,2388.0,-87.0,too early
56400,1621131,2023-01-22,3067,3000.0,O,Hdr,V,,2023-01-22 17:04:00+00:00,2023-01-22 17:03:48+00:00,-12.0,1,3046.0,0,0,VIRM,6.0,1.0,2023-01-22 17:03:07+00:00,2280.0,2270.0,,-53.0,-41.0,True,6,17,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,-0.2588190451025206,2352.0,2342.0,10.0,perfect
56423,1621407,2023-01-02,670,600.0,E,Lw,V,,2023-01-02 18:47:00+00:00,2023-01-02 18:46:45+00:00,-15.0,1,657.0,0,0,ICM,7.0,0.0,2023-01-02 18:46:09+00:00,2040.0,2029.0,,-51.0,-36.0,True,0,18,0.0,1.0,-1.0,-1.8369701987210294e-16,2115.0,2104.0,11.0,perfect
56434,1621482,2023-01-07,793,700.0,O,Gvc,V,,2023-01-08 00:33:00+00:00,2023-01-08 00:33:18+00:00,18.0,1,301880.0,0,0,DDZ,6.0,1.0,2023-01-08 00:32:09+00:00,2220.0,2190.0,,-51.0,-69.0,True,6,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,2262.0,2232.0,30.0,perfect
56440,1621525,2023-01-04,572,500.0,E,Gn,V,,2023-01-04 19:18:00+00:00,2023-01-04 19:17:59+00:00,-1.0,1,559.0,0,1,ICM,3.0,0.0,2023-01-04 19:17:15+00:00,2160.0,2116.0,,-45.0,-44.0,True,2,19,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,0.2588190451025203,2221.0,2177.0,44.0,perfect
56452,1621600,2023-01-27,3081,3000.0,O,Hdr,V,,2023-01-27 20:34:00+00:00,2023-01-27 20:34:08+00:00,8.0,1,3060.0,0,0,VIRM,6.0,0.0,2023-01-27 20:33:07+00:00,2280.0,2299.0,,-53.0,-61.0,True,4,20,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,2332.0,2351.0,-19.0,perfect
56464,1621712,2023-01-19,793,700.0,O,Gvc,V,,2023-01-20 00:33:00+00:00,2023-01-20 00:32:58+00:00,-2.0,1,1880.0,0,1,ICM,3.0,1.0,2023-01-20 00:32:10+00:00,2190.0,2180.0,,-50.0,-48.0,True,4,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,2252.0,2242.0,10.0,perfect
56465,1621723,2023-01-02,7083,7000.0,O,Dv,V,,2023-01-02 23:35:00+00:00,2023-01-02 23:35:05+00:00,5.0,1,7084.0,0,0,SNG,3.0,1.0,2023-01-02 23:34:09+00:00,2430.0,2455.0,,-51.0,-56.0,True,0,23,0.0,1.0,-0.2588190451025215,0.965925826289068,2485.0,2510.0,-25.0,perfect
56466,1621737,2023-01-02,737,700.0,O,Gvc,V,,2023-01-02 10:33:00+00:00,2023-01-02 10:33:08+00:00,8.0,1,1824.0,0,0,ICM,7.0,0.0,2023-01-02 10:32:09+00:00,2190.0,2225.0,,-51.0,-59.0,True,0,10,0.0,1.0,0.4999999999999999,-0.8660254037844387,2242.0,2277.0,-35.0,perfect
